\N	2	1	1	1) A robot may not injure _, or through inaction allow _ to come to harm.
\N	2	1	1	The nation that destroys _ destroys itself.
\N	2	1	2	Wars may be fought with _, but they are won by _.
\N	2	1	1	It is well that _ is so terrible, or we should grow too fond of it.
\N	2	1	1	_ saved is _ earned.
\N	2	1	1	Every great _ has issued from a new audacity of imagination.
\N	2	1	1	The nations of the West hope that by means of _ all the world will become as one family.
\N	2	1	1	Any man who can drive safely while kissing _ is simply not giving the kiss the attention it deserves.
\N	2	1	1	It is important to give _ to a man to help him mend his ways, however it is difficult to comprehend how _ should be given.
\N	2	1	1	Nothing is particularly hard if you divide it into _.
\N	2	1	1	_ is not particularly hard if you divide it into small jobs.
\N	2	1	1	There is no greater solitude than _ unless it is that of a tiger in the jungle.
\N	2	1	1	The more we elaborate _, the less we communicate.
\N	2	1	1	My house. 8 o'clock. _.
\N	2	1	1	_ is a tragedy. A million is a statistic.
\N	2	1	2	All _ are _ because all men are brothers.
\N	2	1	1	"_ knot" is a widely recognized artistic motif attributed to the Celts.
\N	2	1	1	If we don't end _, _ will end us.
\N	2	1	2	_ is a necessity to a man. Woe to him who believes in _.
\N	2	1	2	As long as there are _, there will be _.
\N	2	1	1	_ is the teacher of the man.
\N	2	1	2	When _ is ready, _ will appear.
\N	2	1	1	Be not afraid of _: some are born _, some achieve _, and some have _ thrust upon them.
\N	2	1	1	He also named a city in India "_" after his dead horse.
\N	2	1	1	Workers of the world unite, you have nothing to lose but _.
\N	2	1	1	Numberless are the world's wonders, but none more wonderful than _.
\N	2	1	1	Every French soldier carries _ in his knapsack.
\N	2	1	1	Look upon _ ye mighty and despair.
\N	2	1	1	The essential concept and the first truth: _.
\N	2	1	2	What we need more of: _. What we need less of: _.
\N	2	1	1	What is a man but a miserable pile of _.
\N	2	1	1	At first they came for _ and I didn't speak out because I wasn't _.
\N	2	1	2	Seek not _, but enjoy _ to the full.
\N	2	1	2	The nation is divided, half _ and half _, and no man can tell which from which.
\N	2	1	1	Before you embark on a journey of revenge, might I suggest _.
\N	2	1	1	I only regret that I have but _ to give my country.
\N	2	1	1	Don't get mad, get _.
\N	2	1	1	_ is delightful to those who have not yet experienced it.
\N	2	1	1	The unofficial symbol of the United States is _.
\N	2	1	1	We live only to discover _. All else is a form of waiting.
\N	2	1	1	Deep in the human unconsciousness is a pervasive need for _.
\N	2	1	1	With great power comes _.
\N	2	1	2	To achieve great things, two things are needed: _ and _.
\N	2	1	1	Generations to come will scarcely believe that such _ walked the Earth in flesh and blood.
\N	2	1	1	Won't you join me to share _?
\N	2	1	1	_ 2: Electric Boogaloo.
\N	2	1	2	On a scale of 1 to _, I give this a _.
\N	2	1	1	Never mess with _ when death is on the line.
\N	2	1	1	I came home to find _ replaced with _.
\N	2	1	1	J. Robert Oppenheimer is often called the father of _.
\N	2	1	1	_. So O.P.!
\N	2	1	1	A meal fit for kings! _ stuffed with _.
\N	2	1	1	When he reached the New World, Cortez burned _. As a result, his men were well motivated.
\N	2	1	1	Ich bin ein _.
\N	2	1	1	_. They fit together perfectly!
\N	2	1	1	Of the mortal sins I am most guilty of _.
\N	2	1	1	_ is a dish best served cold.
\N	2	1	1	The 7 deadly sins: lust, gluttony, _, sloth, wrath, _, and pride.
\N	2	1	1	The only thing necessary for _ to triumph is for good men to do nothing.
\N	2	1	1	Your sister is not nearly as good as _.
\N	2	1	1	I'm having a picnic! Bring _.
\N	2	1	2	Email me at _@_.biz
\N	2	1	1	Go, go, Gadget _!
\N	2	1	2	The new hit band: "_ and _"
\N	2	1	1	When the beef came at me it was like _.
\N	2	1	1	There is no "I" in "team" but there is an "I" in "_".
\N	2	1	1	_. This'll take a while.
\N	2	1	1	What would I hold on to? _
\N	2	1	1	A computer that's just like you: _.
\N	2	1	1	Class, turn to page 100 and start reading "_".
\N	2	1	1	I'd love to be locked in a room with _.
\N	2	1	1	Alone and afraid, I hunkered down and thought about _.
\N	2	1	2	The best sandwich: _ with _ in the middle.
\N	2	1	1	If I had a billion dollars, I'd buy _.
\N	2	1	1	The fresh morning air always brings back memories of _.
\N	2	1	2	The implications of my interest in _ were obvious: _.
\N	2	1	1	My parter and I have created _.
\N	2	1	1	Seeking a long term relationship. But only if you're _.
\N	2	1	1	I refuse to roleplay as anything but _.
\N	2	1	1	What's the cutest? _
\N	2	1	1	I've been overtaken by the urge to draw _.
\N	2	1	1	I'm not kidding. I've never had _.
\N	2	1	1	How embarassing! I forget I left _ in the foyer.
\N	2	1	1	If I could, I'd rub myself all over _.
\N	2	1	1	The doctor held up the x-ray and I could just make out _.
\N	2	1	1	It's not delivery. It's _.
\N	2	1	1	I surreptitiously crawled into bed, only to find _.
\N	2	1	1	_. Oh, thank goodness!
\N	2	1	1	What just appeared before me straight out of my worst nightmares? _.
